Extracted_Tag_Clean,Alarm_Type,Technique,Confidence,Safeguard_Text,Semantic_Score,Cause_Text,Consequence_Text,Node_ID,S,L,R
PDAH59984,HI,Tier 1/2: Deterministic,High,PDAH-59984 high differential pressure alarm on Stabilizer T- 101 will prompt operator response,N/A,Low feed flow from upstream Condensate Feed Pumps PM-53688A/B/C | FCV-24128 fails open or bypass inadvertently opened on reflux line | PCV-44579 fails closed or upstream/downstream manual valve(s) inadvertently closed,"Loss of feed to Naphtha Stabilizer Column T-81314; Potential to build up temperature in T-81314; Potential overpressure of T-81314 with loss of containment and potential personnel impact | Increased flow of reflux to Naphtha Stabilizer Column T- 101; Increased liquid traffic; Potential to flood T-81314, increasing deltaP, restricting vapor traffic; Potential to damage the T-81314 trays with financial impact | Increased flow of reflux to Naphtha Stabilizer Column T- 101; Increased liquid traffic; Potential increased pressure to the Combi Tower T-56446 and increased gas volume to the RGC; Potential increased backpressure on the RGC resulting in RGC shutdown leading to flaring and potential environmental impact (unplanned flaring event) | Loss of make-up naturalgas to PV-81314 Naphtha Stabilizer Accumulator; Inability to send naphtha to Combi Tower T-56446; Potential higher temperature in T-56446; Potential higher temperature to the heater F-81314; Potential increased vapor traffic from T-81314; Potential off-spec product with potential financial impact","Node 1, Node 3, Node 14",4.0,3.0,2.0
PDAH82179,HI,Tier 1/2: Deterministic,High,PDAH-82179 high differential pressure alarm on Combi Tower T-56446 will prompt operator response,N/A,"Heavy Naphtha Stripper Product Pump PM- 105B trips | 6"" manual valve on suction to Heavy Naphtha Stripper Product Pump PM-17647B inadvertently closed | 6"" manual valve on discharge from Heavy Naphtha Stripper Product Pump PM-17647B inadvertently closed | 6"" manual valve on EX-56446 shell side outlet inadvertently closed | FCV-13718 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | LCV-81570 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | T-56446 Combi Tower tray pluggage | Level control valve LCV-74017 fails closed | T-56446 Combi Tower Tray Pluggage | Kero Stripper Product Pump PM-76255A/B trips or loss of power | Manual valve closed inadvertently in Kero Stripper Product Pump PM-76255A/B suction or basket strainers on suction lines plugged | Manual valve closed inadvertently in Kero Stripper Product Pump PM-76255A/B discharge | 8"" manual valve on EX-73992 shell side outlet inadvertently closed | 8"" manual valve upstream/downstream of AF-59524 Kero Product Cooler inadvertently closed | FCV-19313 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed or 8"" manual valve on kero product to rerun inadvertently closed | Level control valve LCV-15841 fails closed or T-56446 tower tray plugs | 8"" valve closed on heavy naphtha rundown header from one or both splitter towers | Plugged Kero Filters | MOV-66277/ 22/ 24 closed on outlet of tank TK-61869-11/20 and TK-85935-10 to Transfer Pump P-1A/B when tank is in transfer to pipeline | MOV-98319/06/07 closed on outlet of tank TK-61869-11/20 and TK-85935-10 to Transfer Pump P-1A/B when tank is in transfer to pipeline | 12"" manual valve blocked on inlet valve to Transfer Pump P-1A/B or strainer plugs | Transfer Pump P-1A/B stops | Blocked 8"" manual outlet valve of Transfer Pump P-1A/B | MOV-50697 fails closed when not performing diesel flush on outlet of pump P-1A/B | MOV-99758 fails closed or 38095"" valve closed on product manifold out of facility","High level in Heavy Naphtha Stripper T-73992, potential to overfill T-73992 back to Combi Tower T-56446; high differential pressure; Potential to get heavy naphtha liquids in the vapor return line; Potential damage to vapor return piping; Potential release with ignition and personnel impact | Potential Combi Tower T-56446 flooding; high differential pressure; Potential to get heavy naphtha liquids in the vapor return line; Potential damage to vapor return piping; Potential release with ignition and personnel impact | Potential Combi Tower T-56446 flooding; leading to products Kero, Diesel, and AGO going off-spec, operability/product quality issues; Potential financial impact | Potential Combi Tower T-56446 flooding; high differential pressure; Potential to get kero liquids in the vapor return line; Potential damage to vapor return piping; Potential release with ignition and personnel impact | High level in Kero Stripper T-59524; Potential Combi Tower T-56446 flooding; high differential pressure; Potential to get kero liquids in the vapor return line; Potential damage to vapor return piping; Potential release with ignition and personnel impact | Inadvertently route all flow through either AF-59524-1 or AF- 104-2; Potential reduced cooling ability, sending higher temperature product to storage tanks; Not enough to exceed design temp of storage tanks (200 degF); Potential reduced flow and potential increased level in Kero Stripper T-59524; Potential high level in Stripper T-59524; Potential Combi Tower T-56446 flooding; high differential pressure; Potential to get kero liquids in the vapor return line; Potential damage to vapor return piping; Potential release with ignition and personnel impact | Potential to drop diesel into the bottom of the Combi Tower T-56446, potential to send out diesel with the AGO; Potential to ultimately flood level in T-56446; Potential to send liquids in the vapor return lines; Potential damage to vapor return piping; Potential release with ignition and personnel impact | High level in Heavy Naphtha Stripper T-73992/203, potential to overfill T-73992/203 back to Combi Tower T-56446/202; high differential pressure; Potential to get heavy naphtha liquids in the vapor return line; Potential damage to vapor return piping; Potential release with ignition and personnel impact | High level in Kero Stripper T-59524/204; Potential Combi Tower T-56446/202 flooding; high differential pressure; Potential to get kero liquids in the vapor return line; Potential damage to vapor return piping; Potential release with ignition and personnel impact | Potential Kero tank overfill (TK-61869-20/11, TK-85935-10); High level in Kero Stripper T-59524/204; Potential Combi Tower T- 102/202 flooding; high differential pressure; Potential to get kero liquids in the vapor return line; Potential damage to vapor return piping; Potential release with ignition and personnel impact","Node 6, Node 7, Node 8, Node 39, Node 40",4.0,3.0,3.0
PDAH94690,HI,Tier 1/2: Deterministic,High,PDAH-94690 high differential pressure alarm on Stabilizer T- 201 will prompt operator response,N/A,Low feed flow from upstream Condensate Feed Pumps PM-53688A/B/C | FCV-32116 fails open or bypass inadvertently opened on reflux line | PCV-17691 fails closed or upstream/downstream manual valve(s) inadvertently closed,"Loss of feed to Naphtha Stabilizer Column T-33219; Potential to build up temperature in T-33219; Potential overpressure of T-33219 with loss of containment and potential personnel impact | Increased flow of reflux to Naphtha Stabilizer Column T- 201; Increased liquid traffic; Potential to flood T-33219, increasing deltaP, restricting vapor traffic; Potential to damage the T-33219 trays with financial impact | Increased flow of reflux to Naphtha Stabilizer Column T- 201; Increased liquid traffic; Potential increased pressure to the Combi Tower T-92182 and increased gas volume to the RGC; Potential increased backpressure on the RGC resulting in RGC shutdown leading to flaring and potential environmental impact (unplanned flaring event) | Loss of make-up naturalgas to PV-33219 Naphtha Stabilizer Accumulator; Inability to send naphtha to Combi Tower T-92182; Potential higher temperature in T-92182; Potential higher temperature to the heater F-33219; Potential increased vapor traffic from T-33219; Potential off-spec product with potential financial impact","Node 19, Node 21, Node 30",2.0,3.0,1.0
PDI59984,HI,Tier 1/2: Deterministic,High,PDI-59984 Differential Pressure Alarm will prompt operator response on high and high-high,N/A,Level control valve LCV-70445 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed,High level in Naphtha Stabilizer Column T-81314; Potential carryover to Recycle Gas Compressors; Potential carryover from T- 101 Condenser and downstream into Accumulator and Spheres; Potential off-spec product resulting in need to send product back and re-process; Potential roof failure and release of vapors with potential permit exceedance; Potential financial impact | Loss of reboiler duty; Potential tray damage in T-81314 with potential financial impact and downtime,Node 2,4.0,3.0,4.0
PDI94690,HI,Tier 1/2: Deterministic,High,PDI-94690 Differential Pressure Alarm will prompt operator response on high and high-high,N/A,Level control valve LCV-33207 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed,High level in Naphtha Stabilizer Column T-33219; Potential carryover to Recycle Gas Compressors; Potential carryover from T- 201 Condenser and downstream into Accumulator and Spheres; Potential off-spec product resulting in need to send product back and re-process; Potential roof failure and release of vapors with potential permit exceedance; Potential financial impact | Loss of reboiler duty; Potential tray damage in T-33219 with potential financial impact and downtime,Node 20,4.0,3.0,4.0
PIC21203,LO,Tier 1/2: Deterministic,High,PIC-21203/13611 low suction pressure shutdown will shutdown CM- 101A/CM-81314B compressors,N/A,PCV-10363A fails closed or upstream/downstream manual valve(s) inadvertently closed,Loss of suction to Recycle Gas Compressor; Potential compressor rod load damage with potential financial impact,Node 9,1.0,3.0,1.0
PIC13611,LO,Tier 1/2: Deterministic,High,PIC-21203/13611 low suction pressure shutdown will shutdown CM- 101A/CM-81314B compressors,N/A,PCV-10363A fails closed or upstream/downstream manual valve(s) inadvertently closed,Loss of suction to Recycle Gas Compressor; Potential compressor rod load damage with potential financial impact,Node 9,1.0,3.0,1.0
PIC73370,LO,Tier 1/2: Deterministic,High,PIC-73370/23611 low suction pressure shutdown will shutdown CM- 201A/CM-33219B compressors,N/A,PCV-36763A fails closed or upstream/downstream manual valve(s) inadvertently closed,Loss of suction to Recycle Gas Compressor; Potential compressor rod load damage with potential financial impact,Node 27,1.0,3.0,1.0
PIC23611,LO,Tier 1/2: Deterministic,High,PIC-73370/23611 low suction pressure shutdown will shutdown CM- 201A/CM-33219B compressors,N/A,PCV-36763A fails closed or upstream/downstream manual valve(s) inadvertently closed,Loss of suction to Recycle Gas Compressor; Potential compressor rod load damage with potential financial impact,Node 27,1.0,3.0,1.0
PIT22632,LO,Tier 1/2: Deterministic,High,PIT-22632 low pump discharge pressure alarm will prompt operator response,N/A,Ammonia Forwarding Pump PM-67967A/B trips | Manual valve(s) on suction to Ammonia Forwarding Pump PM-67967A/B inadvertently closed or upstream strainer plugged | Manual valve(s) on discharge from Ammonia Forwarding Pump PM-67967A/B inadvertently closed | FCV-12237 fails closed or upstream/downstream manual valve(s) inadvertently closed or upstream filters FIL- 78006A/B plugged | Failure to re-fill Ammonia Storage Tank PV-76255,"Inability to send ammonia to heater system; Potential inability to control air emissions with potential environmental/financial impact | NH3 Forwarding Pump PM-67967A/B cavitation, potential seal damage, release of aqueous ammonia, personnel impact",Node 13,3.0,2.0,1.0
PIT65773,LO,Tier 1/2: Deterministic,High,PIT-65773 low pump discharge pressure alarm will prompt operator response,N/A,Ammonia Forwarding Pump PM-24946A/B trips | Manual valve(s) on suction to Ammonia Forwarding Pump PM-24946A/B inadvertently closed or upstream strainer plugged | Manual valve(s) on discharge from Ammonia Forwarding Pump PM-24946A/B inadvertently closed | FCV-57099 fails closed or upstream/downstream manual valve(s) inadvertently closed or upstream filters FIL- 74307A/B plugged | Failure to re-fill Ammonia Storage Tank PV-76255,"Inability to send ammonia to heater system; Potential inability to control air emissions with potential environmental/financial impact | NH3 Forwarding Pump PM-24946A/B cavitation, potential seal damage, release of aqueous ammonia, personnel impact",Node 29,3.0,2.0,1.0
PAH55721,HI,Tier 1/2: Deterministic,High,Pressure alarm high-high PAH-55721 at common duct alarm will prompt operator response,N/A,What if air damper fails closed?,"Mechanical failure (all dampers in manual) - pressure swings on ID fan, air imbalance, potential for high Hot Oil Heater F- 301 duct temperatures; Potential heater damage and downtime",Node 28,3.0,1.0,1.0
PAH69190,HI,Tier 1/2: Deterministic,High,Pressure alarm high-high PAH-69190 at common duct alarm will prompt operator response,N/A,What if air damper fails closed?,"Mechanical failure (all dampers in manual) - pressure swings on ID fan, air imbalance, potential for high Hot Oil Heater F- 101 duct temperatures; Potential heater damage and downtime",Node 10,3.0,1.0,1.0
PAHH14137,HIHI,Tier 1/2: Deterministic,High,Pressure alarm high-high PAHH- 14137 at common duct trips Hot Oil Heater F- 101,N/A,What if air damper fails closed?,"Mechanical failure (all dampers in manual) - pressure swings on ID fan, air imbalance, potential for high Hot Oil Heater F- 101 duct temperatures; Potential heater damage and downtime",Node 10,3.0,1.0,1.0
PAHH24137,HIHI,Tier 1/2: Deterministic,High,Pressure alarm high-high PAHH- 24137 at common duct trips Hot Oil Heater F- 201,N/A,What if air damper fails closed?,"Mechanical failure (all dampers in manual) - pressure swings on ID fan, air imbalance, potential for high Hot Oil Heater F- 301 duct temperatures; Potential heater damage and downtime",Node 28,3.0,1.0,1.0
PAL65015,LO,Tier 1/2: Deterministic,High,Pressure alarm low PAL-65015 unit air header low air pressure alarm will prompt operator response,N/A,CM-56446A/B/CM-92182A/B Air Compressors trip | Air filter plugged,"Cabinets using air purge for electrical classification unprotected; Potential flammable atmosphere, potential ignition and personnel impact","Node 17, Node 33",3.0,2.0,2.0
LT16573,LO,Tier 1/2: Deterministic,High,SAAB level transmitter LT-16573 on kero tank TK-85935-10 will alarm on unintended flow direction (intentional flow direction is manually set),N/A,Valve misalignment on kero/ diesel transfer header - Tank TK-61869-11/20 and TK-85935- 10 | Valve misalignment on kero/ diesel transfer header - Tank TK-61869-12/21,"(Flow of diesel to kero tanks or kero to diesel tanks) Potential major flow of kero to diesel or vice versa, potential issue with inventory tracking, potential off-spec product; No environmental impact (distillate products able to be stored in same tanks); Potential financial impact due to off-spec product","Node 40, Node 41",2.0,1.0,1.0
LT37542,LO,Tier 1/2: Deterministic,High,SAAB level transmitter LT-37542 on kero tank TK-61869-21 will alarm on unintended flow direction (intentional flow direction is manually set),N/A,Valve misalignment on kero/ diesel transfer header - Tank TK-61869-11/20 and TK-85935- 10 | Valve misalignment on kero/ diesel transfer header - Tank TK-61869-12/21,"(Flow of diesel to kero tanks or kero to diesel tanks) Potential major flow of kero to diesel or vice versa, potential issue with inventory tracking, potential off-spec product; No environmental impact (distillate products able to be stored in same tanks); Potential financial impact due to off-spec product","Node 40, Node 41",2.0,1.0,1.0
LT44612,LO,Tier 1/2: Deterministic,High,SAAB level transmitter LT-44612 on kero tank TK-61869-11 will alarm on unintended flow direction (intentional flow direction is manually set),N/A,Valve misalignment on kero/ diesel transfer header - Tank TK-61869-11/20 and TK-85935- 10 | Valve misalignment on kero/ diesel transfer header - Tank TK-61869-12/21,"(Flow of diesel to kero tanks or kero to diesel tanks) Potential major flow of kero to diesel or vice versa, potential issue with inventory tracking, potential off-spec product; No environmental impact (distillate products able to be stored in same tanks); Potential financial impact due to off-spec product","Node 40, Node 41",2.0,1.0,1.0
LT56959,LO,Tier 1/2: Deterministic,High,SAAB level transmitter LT-56959 on diesel tank TK-61869-12 will alarm on unintended flow direction (intentional flow direction is manually set),N/A,Valve misalignment on kero/ diesel transfer header - Tank TK-61869-11/20 and TK-85935- 10 | Valve misalignment on kero/ diesel transfer header - Tank TK-61869-12/21,"(Flow of diesel to kero tanks or kero to diesel tanks) Potential major flow of kero to diesel or vice versa, potential issue with inventory tracking, potential off-spec product; No environmental impact (distillate products able to be stored in same tanks); Potential financial impact due to off-spec product","Node 40, Node 41",2.0,1.0,1.0
LT58680,LO,Tier 1/2: Deterministic,High,SAAB level transmitter LT-58680 on light naphtha tank TK- 120-25 will alarm on unintended flow direction (intentional flow direction is manually set),N/A,Valve misalignment on naphtha transfer header - Tank TK-24946-24 and 24946-25 in light; tank TK-61869-15 heavy | Valve misalignment on naphtha transfer header - Tank TK-24946-24 in light; tank TK-61869-15 or TK-24946-25 in heavy,"(Flow Tank TK-24946-24 or TK-24946-25 to TK-61869-15) Potential major flow of light naphtha to heavy naphtha, potential issue with inventory tracking, potential off-spec product, operability issue, potential deviation on environmental permitting - incorrect product in tank, environmental impact | (Flow Tank TK-61869-15 to TK-24946-24/25) Potential major flow of heavy naphtha to light naphtha, potential issue with inventory tracking, potential off-spec product; potential financial impact | (Flow Tank TK-24946-24 to TK-24946-25) Potential major flow of light naphtha to heavy naphtha, potential issue with inventory tracking, potential off-spec product, operability issue, potential deviation on environmental permitting - incorrect product in tank, environmental impact | (Flow Tank TK-24946-25 to TK-24946-24) Potential major flow of heavy naphtha to light naphtha, potential issue with inventory tracking, potential off-spec product; potential financial impact","Node 38, Node 39",1.0,2.0,1.0
LT75103,LO,Tier 1/2: Deterministic,High,SAAB level transmitter LT-75103 on light naphtha tank TK- 120-24 will alarm on unintended flow direction (intentional flow direction is manually set),N/A,Valve misalignment on naphtha transfer header - Tank TK-24946-24 and 24946-25 in light; tank TK-61869-15 heavy | Valve misalignment on naphtha transfer header - Tank TK-24946-24 in light; tank TK-61869-15 or TK-24946-25 in heavy,"(Flow Tank TK-24946-24 or TK-24946-25 to TK-61869-15) Potential major flow of light naphtha to heavy naphtha, potential issue with inventory tracking, potential off-spec product, operability issue, potential deviation on environmental permitting - incorrect product in tank, environmental impact | (Flow Tank TK-61869-15 to TK-24946-24/25) Potential major flow of heavy naphtha to light naphtha, potential issue with inventory tracking, potential off-spec product; potential financial impact | (Flow Tank TK-24946-24 to TK-24946-25) Potential major flow of light naphtha to heavy naphtha, potential issue with inventory tracking, potential off-spec product, operability issue, potential deviation on environmental permitting - incorrect product in tank, environmental impact | (Flow Tank TK-24946-25 to TK-24946-24) Potential major flow of heavy naphtha to light naphtha, potential issue with inventory tracking, potential off-spec product; potential financial impact","Node 38, Node 39",1.0,2.0,1.0
LT80058,LO,Tier 1/2: Deterministic,High,SAAB level transmitter LT-80058 on diesel tank TK-61869-21 will alarm on unintended flow direction (intentional flow direction is manually set),N/A,Valve misalignment on kero/ diesel transfer header - Tank TK-61869-11/20 and TK-85935- 10 | Valve misalignment on kero/ diesel transfer header - Tank TK-61869-12/21,"(Flow of diesel to kero tanks or kero to diesel tanks) Potential major flow of kero to diesel or vice versa, potential issue with inventory tracking, potential off-spec product; No environmental impact (distillate products able to be stored in same tanks); Potential financial impact due to off-spec product","Node 40, Node 41",2.0,1.0,1.0
LT85424,LO,Tier 1/2: Deterministic,High,SAAB level transmitter LT-85424 on heavy naphtha tank TK-61869-15 will alarm on unintended flow direction (intentional flow direction is manually set),N/A,"Valve misalignment on naphtha transfer header - Tank TK-24946-24 and 24946-25 in light; tank TK-61869-15 heavy | MOV-94883/ 9415 Blocked inlet valve to Transfer Pump P-2A/B or strainer plugs | Transfer Pump P-2A/B stops | Blocked outlet of Transfer Pump P-2A/B or 38095"" valve closed on product manifold out of facility","(Flow Tank TK-24946-24 or TK-24946-25 to TK-61869-15) Potential major flow of light naphtha to heavy naphtha, potential issue with inventory tracking, potential off-spec product, operability issue, potential deviation on environmental permitting - incorrect product in tank, environmental impact | (Flow Tank TK-61869-15 to TK-24946-24/25) Potential major flow of heavy naphtha to light naphtha, potential issue with inventory tracking, potential off-spec product; potential financial impact | Decreased flow of naphtha from naphtha tank TK-61869-15 to Transfer Pump P-2A/B when only one heavy naphtha tank in service, potential overfill of tank, spilling naphtha to grade, potential pool fire, personnel injury, environmental impact","Node 38, Node 39",4.0,2.0,2.0
LT98749,LO,Tier 1/2: Deterministic,High,SAAB level transmitter LT-98749/ 9102/ 9103 on feed tank TK-97415-1/2/3 will alarm on unintended flow direction (intentional flow direction is manually set),N/A,"16"" manual jumper valve X-78371 inadvertently open on naphtha product manifold to feed tanks and outbound motor operated valve MOV open on Feed Tanks","Potential to send heavy naphtha to feed tank, potential excess rerun and economic loss, potential increased Feed tank emissions, potential environmental impact",Node 39,1.0,2.0,1.0
SF11410,TRP,Tier 1/2: Deterministic,High,Seal Failure Alarm SF- 11410/11430 will shutdown pumps PM- 104A/B,N/A,"Manual valve on suction to Combi Tower Bottoms Product Pump PM-59524A/B inadvertently closed | Manual valve on discharge from Combi Tower Bottoms Product Pump PM-59524A/B inadvertently closed | 6"" manual valve from EX-17647 inadvertently closed | 6"" manual valve on inlet to AF-73992 Bottoms Product Cooler inadvertently closed | 6"" manual valve on outlet from AF-73992 Bottoms Product Cooler inadvertently closed | TCV-30806A malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | LCV-14439 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | LCV-14439 fails open or bypass inadvertently open | Manual valve closed on AGO rundown header from one or both splitter towers | 8"" Manual valve closed on Rerun header from one or both splitter towers","Loss of suction to PM-59524A/B; Potential to cavitate pump resulting in pump damage; Potential seal failure with potential loss of containment; Potential ignition and personnel impact | Blocked discharge from pumps PM-59524A/B; Potential to deadhead pumps; Potential seal failure with potential loss of containment; Potential ignition and personnel impact | High flow results in low level in Combi Tower T-56446; Potential loss of suction to Bottoms Pumps PM-59524A/B; Potential to cavitate pump resulting in pump damage; Potential seal failure with potential loss of containment; Potential ignition and personnel impact | Combi Tower Bottoms Product Pumps PM-59524A/B or PM- 204A/B deadheaded, potential seal failure, release of hydrocarbons and ignition, potential personnel impact","Node 4, Node 42, Node 44",4.0,1.0,2.0
SF11430,TRP,Tier 1/2: Deterministic,High,Seal Failure Alarm SF- 11410/11430 will shutdown pumps PM- 104A/B,N/A,"Manual valve on suction to Combi Tower Bottoms Product Pump PM-59524A/B inadvertently closed | Manual valve on discharge from Combi Tower Bottoms Product Pump PM-59524A/B inadvertently closed | 6"" manual valve from EX-17647 inadvertently closed | 6"" manual valve on inlet to AF-73992 Bottoms Product Cooler inadvertently closed | 6"" manual valve on outlet from AF-73992 Bottoms Product Cooler inadvertently closed | TCV-30806A malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | LCV-14439 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | LCV-14439 fails open or bypass inadvertently open | Manual valve closed on AGO rundown header from one or both splitter towers | 8"" Manual valve closed on Rerun header from one or both splitter towers","Loss of suction to PM-59524A/B; Potential to cavitate pump resulting in pump damage; Potential seal failure with potential loss of containment; Potential ignition and personnel impact | Blocked discharge from pumps PM-59524A/B; Potential to deadhead pumps; Potential seal failure with potential loss of containment; Potential ignition and personnel impact | High flow results in low level in Combi Tower T-56446; Potential loss of suction to Bottoms Pumps PM-59524A/B; Potential to cavitate pump resulting in pump damage; Potential seal failure with potential loss of containment; Potential ignition and personnel impact | Combi Tower Bottoms Product Pumps PM-59524A/B or PM- 204A/B deadheaded, potential seal failure, release of hydrocarbons and ignition, potential personnel impact","Node 4, Node 42, Node 44",4.0,1.0,2.0
SF21410,TRP,Tier 1/2: Deterministic,High,Seal Failure Alarm SF- 21410/21430 will shutdown pumps PM- 204A/B,N/A,"Manual valve on suction to Combi Tower Bottoms Product Pump PM-80996A/B inadvertently closed | Manual valve on discharge from Combi Tower Bottoms Product Pump PM-80996A/B inadvertently closed | 6"" manual valve from EX-11689 inadvertently closed | 6"" manual valve on inlet to AF-99986 Bottoms Product Cooler inadvertently closed | 6"" manual valve on outlet from AF-99986 Bottoms Product Cooler inadvertently closed | TCV-47043A malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | LCV-60053 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | LCV-60053 fails open or bypass inadvertently open | Manual valve closed on AGO rundown header from one or both splitter towers | 8"" Manual valve closed on Rerun header from one or both splitter towers","Loss of suction to PM-80996A/B; Potential to cavitate pump resulting in pump damage; Potential seal failure with potential loss of containment; Potential ignition and personnel impact | Blocked discharge from pumps PM-80996A/B; Potential to deadhead pumps; Potential seal failure with potential loss of containment; Potential ignition and personnel impact | High flow results in low level in Combi Tower T-92182; Potential loss of suction to Bottoms Pumps PM-80996A/B; Potential to cavitate pump resulting in pump damage; Potential seal failure with potential loss of containment; Potential ignition and personnel impact | Combi Tower Bottoms Product Pumps PM-59524A/B or PM- 204A/B deadheaded, potential seal failure, release of hydrocarbons and ignition, potential personnel impact","Node 22, Node 42, Node 44",4.0,1.0,2.0
SF21430,TRP,Tier 1/2: Deterministic,High,Seal Failure Alarm SF- 21410/21430 will shutdown pumps PM- 204A/B,N/A,"Manual valve on suction to Combi Tower Bottoms Product Pump PM-80996A/B inadvertently closed | Manual valve on discharge from Combi Tower Bottoms Product Pump PM-80996A/B inadvertently closed | 6"" manual valve from EX-11689 inadvertently closed | 6"" manual valve on inlet to AF-99986 Bottoms Product Cooler inadvertently closed | 6"" manual valve on outlet from AF-99986 Bottoms Product Cooler inadvertently closed | TCV-47043A malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | LCV-60053 malfunctions closed or upstream/downstream manual valve(s) inadvertently closed | LCV-60053 fails open or bypass inadvertently open | Manual valve closed on AGO rundown header from one or both splitter towers | 8"" Manual valve closed on Rerun header from one or both splitter towers","Loss of suction to PM-80996A/B; Potential to cavitate pump resulting in pump damage; Potential seal failure with potential loss of containment; Potential ignition and personnel impact | Blocked discharge from pumps PM-80996A/B; Potential to deadhead pumps; Potential seal failure with potential loss of containment; Potential ignition and personnel impact | High flow results in low level in Combi Tower T-92182; Potential loss of suction to Bottoms Pumps PM-80996A/B; Potential to cavitate pump resulting in pump damage; Potential seal failure with potential loss of containment; Potential ignition and personnel impact | Combi Tower Bottoms Product Pumps PM-59524A/B or PM- 204A/B deadheaded, potential seal failure, release of hydrocarbons and ignition, potential personnel impact","Node 22, Node 42, Node 44",4.0,1.0,2.0
SF36044,TRP,Tier 1/2: Deterministic,High,Seal failure alarm SF-36044/11385 will shutdown pumps,N/A,"12"" manual valve on inlet to Combi Tower Overhead Pumps PM-73992A/B inadvertently closed | 10"" manual valve on outlet from Combi Tower Overhead Pumps PM-73992A/B inadvertently closed | Level control valve LCV-62100 light naphtha to storage fails open or bypass opened","Loss of suction to Combi Tower Overhead Pumps PM- 103A/B; Potential to cavitate pumps resulting in potential seal failure, loss of containment, potential ignition and personnel impact | Blocked discharge from Combi Tower Overhead Pumps PM-73992A/B; Potential to deadhead pumps resulting in potential seal failure, loss of containment, potential ignition and personnel impact | Potential loss of level in Accumulator PV-56446; Loss of suction to Combi Tower Overhead Pumps PM-73992A/B; Potential to cavitate pumps resulting in potential seal failure, loss of containment, potential ignition and personnel impact",Node 5,4.0,1.0,2.0
SF11385,TRP,Tier 1/2: Deterministic,High,Seal failure alarm SF-36044/11385 will shutdown pumps,N/A,"12"" manual valve on inlet to Combi Tower Overhead Pumps PM-73992A/B inadvertently closed | 10"" manual valve on outlet from Combi Tower Overhead Pumps PM-73992A/B inadvertently closed | Level control valve LCV-62100 light naphtha to storage fails open or bypass opened","Loss of suction to Combi Tower Overhead Pumps PM- 103A/B; Potential to cavitate pumps resulting in potential seal failure, loss of containment, potential ignition and personnel impact | Blocked discharge from Combi Tower Overhead Pumps PM-73992A/B; Potential to deadhead pumps resulting in potential seal failure, loss of containment, potential ignition and personnel impact | Potential loss of level in Accumulator PV-56446; Loss of suction to Combi Tower Overhead Pumps PM-73992A/B; Potential to cavitate pumps resulting in potential seal failure, loss of containment, potential ignition and personnel impact",Node 5,4.0,1.0,2.0
SF65349,TRP,Tier 1/2: Deterministic,High,Seal failure alarm SF-65349/21385 will shutdown pumps PM- 203A/B,N/A,"12"" manual valve on inlet to Combi Tower Overhead Pumps PM-99986A/B inadvertently closed | 10"" manual valve on outlet from Combi Tower Overhead Pumps PM-99986A/B inadvertently closed | Level control valve LCV-34380 light naphtha to storage fails open or bypass opened","Loss of suction to Combi Tower Overhead Pumps PM- 203A/B; Potential to cavitate pumps resulting in potential seal failure, loss of containment, potential ignition and personnel impact | Blocked discharge from Combi Tower Overhead Pumps PM-99986A/B; Potential to deadhead pumps resulting in potential seal failure, loss of containment, potential ignition and personnel impact | Potential loss of level in Accumulator PV-92182; Loss of suction to Combi Tower Overhead Pumps PM-99986A/B; Potential to cavitate pumps resulting in potential seal failure, loss of containment, potential ignition and personnel impact",Node 23,4.0,1.0,2.0
SF21385,TRP,Tier 1/2: Deterministic,High,Seal failure alarm SF-65349/21385 will shutdown pumps PM- 203A/B,N/A,"12"" manual valve on inlet to Combi Tower Overhead Pumps PM-99986A/B inadvertently closed | 10"" manual valve on outlet from Combi Tower Overhead Pumps PM-99986A/B inadvertently closed | Level control valve LCV-34380 light naphtha to storage fails open or bypass opened","Loss of suction to Combi Tower Overhead Pumps PM- 203A/B; Potential to cavitate pumps resulting in potential seal failure, loss of containment, potential ignition and personnel impact | Blocked discharge from Combi Tower Overhead Pumps PM-99986A/B; Potential to deadhead pumps resulting in potential seal failure, loss of containment, potential ignition and personnel impact | Potential loss of level in Accumulator PV-92182; Loss of suction to Combi Tower Overhead Pumps PM-99986A/B; Potential to cavitate pumps resulting in potential seal failure, loss of containment, potential ignition and personnel impact",Node 23,4.0,1.0,2.0
